name,category1,zan,zhuanfa,pinglun,read
蓝鲸新财富, · 沪深,4,3,27,7.2
四川散人, · 沪深,18,15,39,12.5
Z帅的笔记, · 沪深,2,0,0,6.7
聪明投资者18, · 沪深,25,37,19,6.3
聪明投资者18, · 沪深,0,1,0,5.9
刘备教授, · 沪深,30,8,29,10.7
愚翁移山, · 沪深,9,1,12,14.2
拙朴, · 沪深,5,9,6,20.8
鞭牛士, · 沪深,27,12,79,154.3
知微云, · 沪深,0,0,0,11.9
全景网路演天下, · 沪深,17,13,38,25.1
星石投资starrock, · 沪深,2,0,6,7.1
鹿西西的仙人, · 沪深,12,16,30,14
玩赚组合, · 沪深,19,1,1,19
知微云, · 沪深,0,0,0,8.5
知微云, · 沪深,1,0,4,8.8
凡德投资, · 沪深,4,2,2,13
IPO日报, · 沪深,3,4,9,8.3
数据说明一切, · 沪深,34,8,26,14
全景网, · 沪深,65,27,39,28.9
IPO日报, · 沪深,1,4,1,8.7
太平公司说, · 沪深,11,2,14,11.8
学思悟道, · 沪深,15,23,28,7.6
钉科技, · 沪深,3,2,22,6.7
证券时报网, · 沪深,11,5,17,7.4
IPO日报, · 沪深,3,5,9,5.8
斑马消费, · 沪深,4,3,4,10.7
玩赚组合, · 沪深,23,3,30,15
mimifu, · 沪深,19,27,90,130.7
中巴价投研习社, · 沪深,6,5,2,15.8
中巴价投研习社, · 沪深,4,4,6,13.1
无责任股评, · 沪深,1,2,6,8.4
一分钟投资笔记, · 沪深,14,8,33,15
小孬研究所, · 沪深,11,5,18,12.5
华商韬略, · 沪深,3,5,14,19.9
君临, · 沪深,29,12,21,24.2
后来居上_Dioyan, · 沪深,9,2,7,14.6
点一, · 沪深,20,13,28,20.8
二鸟说, · 沪深,2,2,1,11.4
叶檀财经, · 沪深,3,1,7,7.1
要闻直播, · 沪深,24,7,38,22.6
向小田, · 沪深,7,3,6,6.5
市值风云, · 沪深,29,9,18,24.8
格雷资产, · 沪深,9,14,14,15.6
米筐投资, · 沪深,1,3,2,3.8
菜鸟理财, · 沪深,5,1,4,10.4
华泰机械章诚团队, · 沪深,2,1,4,8.4
股海萌侠, · 沪深,2,1,1,9.6
Dinny_Sachs, · 沪深,3,3,19,5.9
股海萌侠, · 沪深,2,1,5,6.2
华商韬略, · 沪深,10,4,25,10
证券市场周刊, · 沪深,3,3,1,4.9
证券市场周刊, · 沪深,3,0,2,4.1
证券时报网, · 沪深,7,3,18,4.9
证券市场周刊, · 沪深,1,2,3,5
证券市场周刊, · 沪深,0,2,3,4.6
要闻直播, · 沪深,9,9,69,160.7
星石投资starrock, · 沪深,0,1,3,22.2
星石投资starrock, · 沪深,3,2,7,22.6
大中华小股民, · 沪深,70,18,0,35.2
投资快报, · 沪深,1,1,18,7.8
凯恩斯-财经名博, · 沪深,10,6,39,10.1
股社区, · 沪深,41,15,49,115.5
大湾区价投俱乐部, · 沪深,8,2,11,11.2
杨爷谈投资, · 沪深,1,6,11,7.1
三只金股, · 沪深,5,2,7,7.6
信璞投资, · 沪深,5,2,1,13.4
丛林法则, · 沪深,17,26,64,28
阿里悟道, · 沪深,31,7,19,12.3
华夏互联网金融, · 沪深,5,4,16,9.9
David_fnance, · 沪深,2,1,3,11.4
David_fnance, · 沪深,8,1,12,11.4
实战财经, · 沪深,40,84,22,11.3
梧桐会, · 沪深,9,15,39,13
中国金融圈, · 沪深,32,53,12,9.8
冰川思想库, · 沪深,5,2,3,11.1
电子商务研究中心, · 沪深,7,13,11,12.4
资管云, · 沪深,6,5,8,8.1
资管云, · 沪深,3,8,3,8.1
PPP观察, · 沪深,17,38,14,8.1
新智元, · 沪深,6,14,1,6.8
自媒体牛弹琴, · 沪深,3,5,27,6.6
量化精灵, · 沪深,11,10,3,6.4
PPP观察, · 沪深,6,2,1,6
车里车外CharlieTry, · 沪深,7,5,8,6.5
车里车外CharlieTry, · 沪深,3,1,1,6.5
车里车外CharlieTry, · 沪深,6,1,3,7
淡蓝色的极光, · 沪深,6,5,7,3.3
老滑头马克思Marfox, · 沪深,3,1,4,2.6
唯不恋过往, · 沪深,11,4,33,7.9
飞扬666, · 沪深,16,9,22,6.4
时间财经, · 沪深,4,1,8,5
weike369, · 沪深,22,20,39,7
时间财经, · 沪深,0,0,7,4.9
物联网智库, · 沪深,5,1,0,7
空蓝的大魔王, · 沪深,14,9,25,8.6
肉团炒股, · 沪深,15,2,15,12
砍柴网, · 沪深,4,2,16,6.4
匪爷读财, · 沪深,20,5,46,120.5
啊咪老师, · 沪深,19,8,20,9.4
证券时报网, · 沪深,4,0,0,7.9
大中华小股民, · 沪深,33,10,0,11.8
证券时报网, · 沪深,4,2,9,6.1
e公司, · 沪深,8,12,8,5.1
e公司, · 沪深,6,4,9,5.9
徐富贵, · 沪深,27,22,15,11
e公司, · 沪深,1,0,1,4.9
e公司, · 沪深,1,0,0,4.5
邓元杰, · 沪深,43,32,66,107.2
全景网, · 沪深,12,21,34,12.3
翟延新, · 沪深,0,0,1,5.6
丹书铁券, · 沪深,109,45,93,149.1
鹿西西的仙人, · 沪深,21,7,9,7.9
小股民俱乐部, · 沪深,10,6,27,6.6
往生惘逝, · 沪深,5,0,5,3.7
崔琰, · 沪深,4,5,2,14.6
智东西, · 沪深,11,6,0,8.5
沐阳1, · 沪深,33,30,208,159.9
富凯财经, · 沪深,22,6,23,10.5
Z帅的笔记, · 沪深,3,0,3,6.8
深蓝财经, · 沪深,2,1,7,6.5
华宝添益, · 沪深,81,151,187,10.8
中国基金报, · 沪深,16,21,30,10.8
文化金融侃, · 沪深,5,0,1,5.6
大许神, · 沪深,12,4,7,10.5
源氏无语, · 沪深,5,0,0,5.9
江涛的乐趣投资, · 沪深,0,6,3,12.1
Yimy, · 沪深,12,4,8,7.6
书生老徐, · 沪深,51,94,46,116.1
似曾相识81, · 沪深,21,14,9,21.7
周振华价值投资, · 沪深,74,85,179,162.7
21世纪商业评论, · 沪深,12,4,41,109.5
范德依彪, · 沪深,42,6,17,10.6
股市药丸, · 沪深,16,6,15,13
MayWeather, · 沪深,3,0,1,3.2
坚守投资, · 沪深,8,3,26,4.8
长城研究宏观策略, · 沪深,0,4,2,13.7
央视财经交易时间, · 沪深,8,2,5,6.6
张朕与, · 沪深,30,13,47,114.4
知名评论家陈峻齐, · 沪深,2,1,2,4.9
大生投资工坊, · 沪深,3,2,1,1.6
范騅, · 沪深,4,2,4,3.4
东先生, · 沪深,5,3,11,6.3
擎啸天, · 沪深,12,5,0,5.2
越声理财, · 沪深,0,0,0,3.5
投资快报, · 沪深,1,0,3,4.1
远见财讯, · 沪深,0,4,1,4.1
券商中国, · 沪深,1,1,1,3.7
图解金融, · 沪深,0,0,2,3.7
券商中国, · 沪深,4,1,0,5.5
券商中国, · 沪深,6,14,6,9.1
投资快报, · 沪深,1,1,1,4.4
券商中国, · 沪深,1,4,11,2.8
神奇下午两点半, · 沪深,6,5,9,4.9
孔明高山杆秤, · 沪深,2,0,3,3
翟延新, · 沪深,0,0,1,9146
读报时间, · 沪深,2,0,1,4.6
凯恩斯-财经名博, · 沪深,2,2,7,3.2
十字财经, · 沪深,2,0,7,2.9
北京宝德源资本, · 沪深,0,0,0,2.1
好运哥2008, · 沪深,20,11,90,125
老白说股, · 沪深,7,2,1,2.3
猫妹说财, · 沪深,1,0,1,2.5
图解金融, · 沪深,1,3,7,2.4
周密金融, · 沪深,2,3,13,3.6
悦涛, · 沪深,6,4,4,3.5
佳话投资, · 沪深,1,19,118,130.6
巨灵财经, · 沪深,3,2,3,4.5
江涛的乐趣投资, · 沪深,18,13,26,18.4
KP快活林, · 沪深,3,5,38,3.1
为爱奋斗旺旺, · 沪深,5,5,7,3.4
十年之痒, · 沪深,35,26,103,128
笨笨小王子, · 沪深,21,27,9,13.6
天涯路, · 沪深,38,64,170,61.3
e公司, · 沪深,4,11,20,4.9
富凯财经, · 沪深,4,0,6,8.3
戴维斯双击, · 沪深,13,16,27,3
懂懂笔记, · 沪深,2,0,3,6.8
白心, · 沪深,21,40,137,121.5
寻找戴维斯, · 沪深,15,4,25,9.8
数据宝, · 沪深,17,8,22,14.1
数据宝, · 沪深,11,7,27,9.3
数据宝, · 沪深,1,0,0,6.9
douhun, · 沪深,24,15,107,129.4
e公司, · 沪深,2,2,2,6.3
小欧呀, · 沪深,9,1,2,7.4
黑马骑士团, · 沪深,10,13,12,4.2
华商韬略, · 沪深,102,82,140,145.4
互金咖, · 沪深,0,0,0,3.2
猫视汽车, · 沪深,0,1,4,3.5
股票说, · 沪深,161,126,251,159
壹娱观察, · 沪深,1,0,14,8
辉常观察, · 沪深,9,1,3,8.1
A股潜规则, · 沪深,21,11,35,20.1
友联老羊, · 沪深,37,38,35,31.2
文娱商业观察, · 沪深,4,0,2,5.9
文娱商业观察, · 沪深,4,0,5,10.7
柏铭007, · 沪深,2,0,3,5.9
资本x时代, · 沪深,33,74,67,129.6
二十四节气, · 沪深,23,48,29,28.7
Z帅的笔记, · 沪深,30,26,13,6.7
陶博士, · 沪深,44,7,35,28.9
娱乐独角兽zl, · 沪深,13,5,49,80
驽马-估值温度计, · 沪深,2,0,3,6.6
董云峰, · 沪深,13,6,17,7.5
擎啸天, · 沪深,121,51,0,7.9
读报时间, · 沪深,5,2,1,7
Passion启航, · 沪深,46,83,32,10.8
财经早餐, · 沪深,5,0,0,13.4
华宝添益, · 沪深,57,46,131,95.1
智东西, · 沪深,27,24,58,100
清流一股, · 沪深,79,51,78,129.6
计磊, · 沪深,8,10,15,7.4
轻金融, · 沪深,29,35,68,116.8
要闻直播, · 沪深,50,56,50,68
流水白菜, · 沪深,251,358,312,229.2
东先生, · 沪深,9,8,4,19.8
好运哥2008, · 沪深,12,7,20,14.2
蓝盒子, · 沪深,26,31,13,13
极品蓝山天越资产, · 沪深,26,34,166,106
江涛的乐趣投资, · 沪深,3,6,11,9.9
中国半导体论坛, · 沪深,8,2,6,15.7
leguy, · 沪深,19,14,101,123.8
小蘑菇Mo, · 沪深,15,25,18,11.4
童思侃, · 沪深,4,4,22,5.8
黄建平, · 沪深,58,21,44,107.2
我是腾腾爸, · 沪深,87,55,80,87.9
阿狸, · 沪深,27,12,15,14.4
一见财经, · 沪深,10,3,13,10.2
证券市场红周刊, · 沪深,22,37,54,117.1
上善若水Jasonli, · 沪深,10,4,27,12.7
心远山色, · 沪深,19,11,29,11.5
于斌, · 沪深,8,4,10,7.5
要闻直播, · 沪深,79,90,613,165.2
三聚环保(SZ300072), · 沪深,46,48,259,42.7
机器之王, · 沪深,11,11,32,11.3
数据挖掘, · 沪深,11,3,14,10.5
低估值内生性增长, · 沪深,18,11,52,85.1
qzy69, · 沪深,17,7,35,3.1
布衣-淡定从容, · 沪深,5,5,7,5.2
YESelect, · 沪深,43,68,151,59.4
空之轨跡, · 沪深,33,9,38,24.5
亿利达, · 沪深,112,155,293,166.6
天多, · 沪深,13,3,11,9.8
GY_GY, · 沪深,3,0,9,7
金凤一号, · 沪深,7,6,33,8.9
西点老A, · 沪深,35,44,16,5.2
IPO日报, · 沪深,6,5,13,9.5
IPO日报, · 沪深,4,9,46,18.9
电科技, · 沪深,14,6,48,57.8
金股报, · 沪深,27,4,29,17.6
金股报, · 沪深,10,0,1,9.1
想价投的投机者, · 沪深,29,41,275,136.8
大剑豪鹰眼, · 沪深,22,7,20,10.4
电子商务研究中心, · 沪深,18,5,21,13.5
深蓝财经, · 沪深,16,9,43,49.3
红刊财经, · 沪深,11,14,5,10
车里车外CharlieTry, · 沪深,10,6,5,10.6
正和岛, · 沪深,5,5,0,8.9
WeQuant_io, · 沪深,14,14,14,6.9
梧桐会, · 沪深,56,62,55,65.8
车里车外CharlieTry, · 沪深,5,1,4,7.5
资产之心, · 沪深,23,22,20,8.9
HIS1963, · 沪深,56,33,120,133.3
娱乐独角兽zl, · 沪深,2,1,20,6.2
耐心-等待, · 沪深,6,3,14,7.1
小白不菜杨姐, · 沪深,5,5,9,8.2
娱乐独角兽zl, · 沪深,5,6,23,5.8
ljub理性投资, · 沪深,8,3,26,6.8
智通财经app, · 沪深,11,16,15,8.2
Gyro, · 沪深,4,11,36,10.3
券商中国, · 沪深,19,6,13,10.4
证券时报网, · 沪深,8,1,2,8.5
黑马骑士团, · 沪深,37,29,34,6.5
证券时报网, · 沪深,3,0,1,5.8
21世纪商业评论, · 沪深,0,0,2,2.9
懂懂笔记, · 沪深,4,1,3,8.3
全景网路演天下, · 沪深,13,11,32,17.2
交易链, · 沪深,20,16,11,16.4
懂懂笔记, · 沪深,7,4,8,10.7
e公司, · 沪深,4,3,2,6
e公司, · 沪深,2,4,7,5.6
资本x时代, · 沪深,55,40,75,118.5
e公司, · 沪深,16,30,46,15
懂懂笔记, · 沪深,2,2,1,5.1
e公司, · 沪深,8,3,13,7.7
投资人生, · 沪深,8,15,24,6.8
小小财经, · 沪深,6,5,21,7.9
auia, · 沪深,6,7,15,7
全景网, · 沪深,13,6,3,9.4
数据宝, · 沪深,8,1,0,9.2
数据宝, · 沪深,6,3,18,10.7
要闻直播, · 沪深,52,85,350,155.6
华商韬略, · 沪深,21,7,33,16.3
万古流名, · 沪深,29,24,64,126.8
猎牛花无缺, · 沪深,10,5,34,6.3
神光财经, · 沪深,3,3,5,13.2
神光财经, · 沪深,13,5,9,21.4
神光财经, · 沪深,17,10,14,13.4
小小财技, · 沪深,12,1,19,10
基民柠檬, · 沪深,11,5,14,12.8
三只金股, · 沪深,9,6,52,50.3
新三板府, · 沪深,2,0,7,7.7
路北帅哥, · 沪深,0,0,0,4.9
路北帅哥, · 沪深,1,0,0,4.8
题材百晓生, · 沪深,6,1,0,9.7
题材百晓生, · 沪深,7,1,5,7.6
越声理财, · 沪深,1,2,3,8.8
股事茶妹妹, · 沪深,0,2,1,4.2
蓝鲸银行资讯, · 沪深,5,3,17,6.9
蓝鲸银行资讯, · 沪深,0,2,5,3.8
知微云, · 沪深,2,0,0,5.7
知微云, · 沪深,0,0,0,5.1
知微云, · 沪深,5,1,15,9.1
哇呀呀耶, · 沪深,0,3,12,4.1
数据说明一切, · 沪深,8,0,3,5.1
辉常观察, · 沪深,1,0,0,4
磐石之心聊投资, · 沪深,0,1,5,6.6
证券时报网, · 沪深,11,11,17,15
富凯财经, · 沪深,14,1,28,5.5
华讯投资云虎工作室, · 沪深,11,6,8,7.4
蓝鲸健康平台, · 沪深,5,4,25,8.2
证券市场周刊, · 沪深,4,2,7,4.3
证券市场周刊, · 沪深,0,0,0,3.5
证券市场周刊, · 沪深,1,0,5,3.2
证券市场周刊, · 沪深,1,1,6,4.3
证券市场周刊, · 沪深,18,8,12,5.5
中巴价投研习社, · 沪深,4,7,2,5.7
大许神, · 沪深,5,2,3,8.8
大许神, · 沪深,4,1,0,12.3
大许神, · 沪深,8,3,1,9.9
大许神, · 沪深,11,2,2,9
雪球访谈, · 沪深,12,2,5,14
中欧基金, · 沪深,16,26,30,5.4
华宝智投, · 沪深,2,12,20,5.8
中欧钱滚滚, · 沪深,0,0,1,2.5
正和岛, · 沪深,7,4,8,4.5
正和岛, · 沪深,5,2,10,4.1
雪球问问, · 沪深,0,0,0,7.7
玩赚组合, · 沪深,21,3,23,15.8
斑马消费, · 沪深,3,3,17,11.7
中欧基金, · 沪深,0,3,19,10.2
全景网路演天下, · 沪深,28,38,84,135.5
唐朝, · 沪深,55,43,64,133.3
全景网路演天下, · 沪深,7,7,13,13.3
大中华小股民, · 沪深,51,18,0,20.7
华商韬略, · 沪深,18,15,41,14.2
投资快报, · 沪深,0,1,1,4.7
蓝鲸TMT, · 沪深,2,6,23,6.7
中国电子报, · 沪深,2,3,4,5.7
商业人物, · 沪深,6,8,14,7.7
第三只眼看零售, · 沪深,3,2,4,7.8
九卦金融圈, · 沪深,0,0,0,4.8
戴康, · 沪深,2,1,0,5.6
竺劲-分析师, · 沪深,3,4,6,9.6
投资快报, · 沪深,0,0,0,2.7
好运哥2008, · 沪深,3,0,2,5.1
米筐投资, · 沪深,6,5,0,5.3
定增并购圈, · 沪深,1,0,2,4.2
老钱说钱, · 沪深,8,3,3,5
君临, · 沪深,17,23,26,10.8
股票估值网, · 沪深,2,3,8,7.1
国元互联网研究, · 沪深,0,2,5,6.4
京达财经, · 沪深,2,0,0,3.2
小5论基, · 沪深,15,9,12,4.7
刺猬偷腥, · 沪深,7,16,44,13.6
今日话题, · 沪深,15,2,14,25.5
凯恩斯-财经名博, · 沪深,3,6,19,9.9
君茂资本, · 沪深,4,2,3,8.4
愉见财经, · 沪深,6,5,8,9.4
证券时报网, · 沪深,4,1,1,16.7
证券时报网, · 沪深,5,1,1,8.5
证券时报网, · 沪深,4,5,12,8.2
证券时报网, · 沪深,3,0,2,7.9
证券时报网, · 沪深,1,2,7,3.7
证券时报网, · 沪深,1,2,1,3.1
财经早餐, · 沪深,5,1,1,5.8
市值风云, · 沪深,54,20,41,16.9
市值风云, · 沪深,9,3,4,12.5
市值风云, · 沪深,19,6,47,10
陆家嘴金融V, · 沪深,3,4,24,10.1
天巴俱乐部, · 沪深,6,8,7,5.6
岁寒知松柏, · 沪深,20,164,529,9.1
黄建平, · 沪深,196,185,302,186.4
证券时报网, · 沪深,12,1,5,17.7
股社区, · 沪深,20,9,19,18.2
追求复利的路上, · 沪深,2,1,0,6.9
懂懂笔记, · 沪深,3,0,2,10.3
骑行夜幕的统计客, · 沪深,45,32,26,27.5
Lefthand的投资笔记, · 沪深,19,14,47,10.2
e公司, · 沪深,3,1,3,8.6
e公司, · 沪深,23,3,4,9.8
e公司, · 沪深,6,1,4,9.1
山山是峰, · 沪深,2,3,13,5.6
Z帅的笔记, · 沪深,9,1,2,5.9
e公司, · 沪深,56,51,136,157.8
二十四节气, · 沪深,14,9,13,9.9
项乾公众号, · 沪深,1,0,1,7.7
数据宝, · 沪深,7,4,13,19.3
数据宝, · 沪深,3,1,4,13.7
蓝鲸银行资讯, · 沪深,0,0,1,5.1
国元互联网研究, · 沪深,5,4,4,11.6
新三板府, · 沪深,1,0,2,7.1
聚财猫理财, · 沪深,4,3,10,8.2
蓝鲸银行资讯, · 沪深,0,0,5,7
聪明投资者18, · 沪深,2,0,1,4.5
蓝鲸银行资讯, · 沪深,1,0,2,5.1
华商韬略, · 沪深,31,18,28,13.2
江涛的乐趣投资, · 沪深,10,4,5,8.4
投资快报, · 沪深,0,1,1,4.7
知微云, · 沪深,2,0,0,6
江涛的乐趣投资, · 沪深,18,14,9,10
全景网, · 沪深,12,3,5,9.9
知微云, · 沪深,0,0,0,4.2
项乾公众号, · 沪深,2,1,3,8.1
熊市中那头懵懂的牛, · 沪深,8,6,6,7.3
独角金融, · 沪深,1,0,2,6.8
野马财经, · 沪深,13,5,19,14.3
雪球访谈, · 沪深,3,3,5,25.9
OLEDindustry, · 沪深,11,28,16,7.8
梧桐树下V, · 沪深,5,1,4,8.1
随风觅雪, · 沪深,6,3,1,6.4
e公司, · 沪深,4,1,3,8.5
戴康, · 沪深,1,0,0,6.8
雪球访谈, · 沪深,3,2,6,12.3
玩赚组合, · 沪深,11,0,1,17.7
吃瓜小睿, · 沪深,3,4,16,5.2
定增并购圈, · 沪深,2,0,2,5.5
玩赚组合, · 沪深,23,8,41,114.6
时间财经, · 沪深,2,4,8,7.4
中巴价投研习社, · 沪深,24,27,26,18.1
IPO日报, · 沪深,1,1,5,9.4
micmacro, · 沪深,31,42,115,125.5
市值风云, · 沪深,33,14,45,20.2
君临, · 沪深,29,15,27,8.5
崔琰, · 沪深,3,1,2,10.6
蓝鲸银行资讯, · 沪深,1,0,4,5.1
戴康, · 沪深,0,3,0,9.9
暴财经暴哥, · 沪深,10,3,11,12.9
图解金融, · 沪深,9,8,4,11
灵智优诺, · 沪深,3,1,4,5.8
磐石之心聊投资, · 沪深,18,3,43,17.4
基赌徒, · 沪深,4,3,2,8.7
一颗板栗, · 沪深,1,0,1,5.7
环球老虎财经, · 沪深,2,1,9,8
雪球访谈, · 沪深,13,11,29,18.2
机会宝, · 沪深,6,3,8,8.4
钉科技, · 沪深,5,8,20,4.5
证券市场周刊, · 沪深,3,2,1,6.1
不動如山, · 沪深,1,1,1,3.8
陈小白_, · 沪深,2,2,1,6.4
Sailorpan, · 沪深,3,14,11,4
十年之痒, · 沪深,146,125,275,141.6
中国金融圈, · 沪深,49,31,15,7.7
见闻色霸气, · 沪深,9,14,3,4.1
星之夜空, · 沪深,16,7,42,6.9
山林顽石, · 沪深,4,5,2,5.7
实战财经, · 沪深,6,5,1,3.6
米筐投资, · 沪深,6,5,13,4.5
AutoLab, · 沪深,2,1,14,3.7
观点地产新媒体, · 沪深,0,0,0,3.6
一见财经, · 沪深,0,1,3,2.5
菜鸟理财, · 沪深,0,0,0,2.9
爱分析ifenxi, · 沪深,1,3,5,4.9
资管网, · 沪深,1,1,2,3.8
星石投资starrock, · 沪深,2,0,3,6.2
流水白菜, · 沪深,50,55,63,161
出行财经, · 沪深,0,0,0,4
XYQUANT, · 沪深,0,0,0,2.7
六合咨询, · 沪深,1,1,1,4.1
志恒财经, · 沪深,44,30,35,8.6
苏宁金融研究院, · 沪深,1,2,1,3.1
投资人生, · 沪深,0,6,10,2.6
艾美达行业研究, · 沪深,1,1,0,4.5
艾美达行业研究, · 沪深,0,0,0,2.4
证券时报网, · 沪深,0,3,23,4.5
云酒头条, · 沪深,0,0,2,2.8
空小迪cody, · 沪深,6,3,12,3.9
中线翻倍, · 沪深,1,1,10,2.9
华宝智投, · 沪深,1,0,2,7.2
GPLP, · 沪深,0,0,1,2.6
巨灵财经, · 沪深,0,0,2,6.2
今日话题, · 沪深,14,1,6,20.6
蓝鲸TMT, · 沪深,2,0,3,6.3
蓝鲸TMT, · 沪深,2,4,2,4.2
壹娱观察, · 沪深,2,4,13,5.8
蓝鲸TMT, · 沪深,0,0,0,2.5
股票估值网, · 沪深,3,0,1,4.1
书签客, · 沪深,18,18,37,6.9
品途资本论, · 沪深,0,0,0,4.4
老钱说钱, · 沪深,6,1,7,6.7
品途公司志, · 沪深,0,0,0,2.8
歪道道评论, · 沪深,1,0,0,3.6
歪道道评论, · 沪深,1,0,2,1.9
歪道道评论, · 沪深,0,0,1,3.3
德林社, · 沪深,8,0,7,5
互金咖, · 沪深,1,2,2,1.5
互金咖, · 沪深,0,0,0,1.7
IPO日报, · 沪深,0,3,4,4.4
观点地产新媒体, · 沪深,1,1,3,3.2
小V当家, · 沪深,3,7,15,5.4
21世纪商业评论, · 沪深,1,1,3,5.2
慢跑者397, · 沪深,18,8,22,5.3
凯恩斯-财经名博, · 沪深,6,1,6,4.6
家电圈, · 沪深,1,0,3,3.7
航_OnTheRoad, · 沪深,15,16,50,38.2
财经早餐, · 沪深,4,0,0,2.9
娱乐硬糖, · 沪深,3,0,9,5.4
乌龟赛跑, · 沪深,7,3,9,3.3
铁公鸡金融, · 沪深,60,73,149,115
东方文耳, · 沪深,13,3,24,7
一本财经, · 沪深,0,1,1,1.3
投资快报, · 沪深,0,0,0,7.3
唆麻, · 沪深,7,10,11,13.9
科技说, · 沪深,5,3,1,11.4
IPO日报, · 沪深,29,17,46,75.9
倪叔think, · 沪深,4,5,14,6.5
二十四节气, · 沪深,21,3,19,5.7
股社区, · 沪深,37,13,57,112.7
证券时报网, · 沪深,7,6,8,7.1
证券时报网, · 沪深,6,2,2,9.1
e公司, · 沪深,3,1,1,6.1
证券时报网, · 沪深,19,14,9,9.2
e公司, · 沪深,5,0,3,8.3
追求复利的路上, · 沪深,3,0,0,7.6
范德依彪, · 沪深,13,5,12,11.4
数据宝, · 沪深,8,11,32,11.4
数据宝, · 沪深,8,3,12,6.5
数据宝, · 沪深,7,2,1,7.9
聪明投资者18, · 沪深,4,1,1,5.1
证券时报网, · 沪深,7,1,0,9.8
越声理财, · 沪深,0,0,0,6.3
e公司, · 沪深,0,1,3,2.1
证券时报网, · 沪深,3,1,5,5.6
易简财经, · 沪深,8,5,12,10
向小田, · 沪深,10,4,33,10
一见财经, · 沪深,18,11,80,137.6
叶檀财经, · 沪深,7,1,6,9.9
远见财讯, · 沪深,5,3,7,8.2
平点金基, · 沪深,13,2,19,9.5
Z帅的笔记, · 沪深,10,2,2,8
新三板府, · 沪深,0,0,2,4.7
知微云, · 沪深,1,0,0,5.8
马永谙-智能投顾, · 沪深,1,2,7,5.7
富凯财经, · 沪深,5,1,8,11.6
挖贝网, · 沪深,1,1,0,9.6
雪球访谈, · 沪深,7,1,5,22
全景网路演天下, · 沪深,10,13,4,19.4
凡德投资, · 沪深,2,1,0,10
知微云, · 沪深,1,0,0,3.5
投资潮, · 沪深,4,3,2,8.4
知微云, · 沪深,0,0,0,4.9
地产K线, · 沪深,6,2,0,6.2
玩赚组合, · 沪深,10,0,1,17.8
越声理财, · 沪深,3,3,22,6.9
投资快报, · 沪深,1,1,1,6.4
要闻直播, · 沪深,47,175,736,166.7
玩赚组合, · 沪深,15,1,14,14.1
好运哥2008, · 沪深,11,3,26,8.2
国元互联网研究, · 沪深,4,12,10,12.2
华宝添益, · 沪深,0,0,0,7.4
斑马消费, · 沪深,6,6,31,17.2
全景网路演天下, · 沪深,45,28,40,31.5
证券时报网, · 沪深,1,2,8,7.5
券商中国, · 沪深,8,6,12,16.4
券商中国, · 沪深,7,1,9,10.2
券商中国, · 沪深,1,2,0,6
财经十一人, · 沪深,3,6,4,7.1
财经十一人, · 沪深,0,1,0,4.8
图解金融, · 沪深,5,0,1,10.2
一朵喵, · 沪深,2,3,18,3.9
证券市场周刊, · 沪深,10,1,3,4.3
证券市场周刊, · 沪深,6,2,0,4.9
六度金服互联网投行, · 沪深,4,0,0,7.9
江涛的乐趣投资, · 沪深,7,3,7,4.2
CarrieCC, · 沪深,11,9,7,4.5
张文录华创, · 沪深,0,1,4,5.9
分级掌柜, · 沪深,0,0,6,9.5
老尼克, · 沪深,27,49,57,66.1
观点地产新媒体, · 沪深,3,0,0,10.7
菜鸟理财, · 沪深,0,1,0,4.8
张志雄V, · 沪深,5,8,18,6.4
面包财经, · 沪深,1,1,4,6.9
安信赵湘怀, · 沪深,1,0,0,5
机会宝, · 沪深,0,0,0,4.2
野马财经, · 沪深,9,5,6,14.2
非完全进化体, · 沪深,44,33,48,105.5
蛋卷基金, · 沪深,65,130,156,147
皮海洲, · 沪深,3,0,3,3.9
乐晴智库, · 沪深,5,3,1,18.1
观点地产新媒体, · 沪深,0,1,0,6.6
阿贵龙门客栈, · 沪深,4,1,12,5
出行财经, · 沪深,3,6,12,6.7
六合咨询, · 沪深,0,0,0,5.9
船长---, · 沪深,10,20,12,4.3
投资一姐, · 沪深,0,0,0,3.1
凯恩斯-财经名博, · 沪深,4,0,5,2.6
蓝鲸TMT, · 沪深,1,0,2,5.5
号外财经, · 沪深,3,0,0,2.9
苏mur, · 沪深,6,4,32,6.4
蓝鲸TMT, · 沪深,1,2,2,2.3
二十四节气, · 沪深,13,18,49,108.4
华宝智投, · 沪深,3,1,4,5.3
刘旷, · 沪深,0,0,3,2.3
阿斯迦的铜币, · 沪深,3,4,0,5.1
经济观察报, · 沪深,1,0,0,2.7
观点地产新媒体, · 沪深,1,1,1,3.2
数据宝, · 沪深,1,1,1,5
亦战亦退, · 沪深,17,34,60,106.5
冬日的私语, · 沪深,5,4,1,1.9
23年老股民, · 沪深,4,5,24,2.8
暴财经暴哥, · 沪深,21,13,18,39.6
今日话题, · 沪深,10,1,1,23.7
開談, · 沪深,1,0,0,7.9
柏铭007, · 沪深,0,0,8,2.9
安信赵湘怀, · 沪深,0,1,2,6.2
蓝鲸TMT, · 沪深,0,0,0,5.8
快讯通财经, · 沪深,1,1,5,2.5
市值风云, · 沪深,12,2,6,10.2
Futurewin, · 沪深,1,0,1,2.4
中国基金报, · 沪深,7,5,18,5.3
扒菲特818, · 沪深,1,2,4,4.7
